name,birthYear,birthDate,gender,birthplace
Geoff Sarjeant,1969-01-01T00:00:00+02:00,1969-11-30,male,{Ontario|Orillia|Canada}
Geoff Smith (ice hockey),1969-01-01T00:00:00+02:00,1969-03-07,,{Alberta|Edmonton|Canada}
Peter Ing,1969-01-01T00:00:00+02:00,1969-04-28,male,{Ontario|Toronto|Canada}
Dennis Vial,1969-01-01T00:00:00+02:00,1969-04-10,male,{Ontario|Canada|Sault Ste. Marie Ontario}
Donald Audette,1969-01-01T00:00:00+02:00,1969-09-23,,{Canada|Laval Quebec|Quebec}
Doug MacDonald,1969-01-01T00:00:00+02:00,1969-02-08,male,{Saskatchewan|Assiniboia|Canada}
Roy Mitchell (ice hockey),1969-01-01T00:00:00+02:00,1969-03-14,,{Alberta|Edmonton|Canada}
Ryan McGill,1969-01-01T00:00:00+02:00,1969-02-28,male,{Alberta|Sherwood Park|Canada}
Micah Aivazoff,1969-01-01T00:00:00+02:00,1969-05-04,male,{British Columbia|Canada|Powell River British Columbia}
Michel Picard,1969-01-01T00:00:00+02:00,{1969-10-07|1969-11-07},male,{Beauport Quebec City|Canada|Quebec}
Mike McKee,1969-01-01T00:00:00+02:00,1969-06-18,male,{Ontario|Toronto|Canada}
Troy Mann,1969-01-01T00:00:00+02:00,1969-09-03,male,{New Brunswick|Campbellton New Brunswick|Canada}
Shawn McCosh,1969-01-01T00:00:00+02:00,1969-06-05,male,{Ontario|Oshawa|Canada}
Sheldon Kennedy,1969-01-01T00:00:00+02:00,1969-06-15,male,{Manitoba|Brandon Manitoba|Canada}
Stéphane Matteau,1969-01-01T00:00:00+02:00,1969-09-02,,{Rouyn-Noranda|Canada|Quebec}
Stéphane Morin,1969-01-01T00:00:00+02:00,1969-03-27,,{Canada|Montreal|Quebec}
Stan Reddick,1969-01-01T00:00:00+02:00,1969-12-06,,{Ontario|Toronto|Canada}
Steve Maltais,1969-01-01T00:00:00+02:00,1969-01-25,male,{Arvida Quebec|Canada|Quebec}
Steve Poapst,1969-01-01T00:00:00+02:00,1969-01-03,male,{Ontario|Cornwall Ontario|Canada}
Kory Kocur,1969-01-01T00:00:00+02:00,1969-03-06,,{Saskatchewan|Kelvington Saskatchewan|Canada}
Marc LaBelle,1969-01-01T00:00:00+02:00,1969-12-20,male,{Maniwaki|Canada|Quebec}
Mark Astley,1969-01-01T00:00:00+02:00,1969-03-30,male,{Alberta|Canada|Calgary}
Mark Bernard,1969-01-01T00:00:00+02:00,1969-02-01,male,{Hamilton Ontario|Ontario|Canada}
Mark Sorensen,1969-01-01T00:00:00+02:00,1969-03-27,,{Ontario|Canada|Queensville Ontario}
James Black (ice hockey),1969-01-01T00:00:00+02:00,1969-08-15,male,{Saskatchewan|Regina Saskatchewan|Canada}
Jamie Leach,1969-01-01T00:00:00+02:00,1969-08-25,male,{Manitoba|Winnipeg|Canada}
Jan Alston,1969-01-01T00:00:00+02:00,1969-04-14,male,{Granby Quebec|Canada|Quebec}
Jason Christie,1969-01-01T00:00:00+02:00,1969-04-25,male,{Alberta|Ontario|Waterloo Ontario|Canada|Gibbons Alberta}
Jason Woolley,1969-01-01T00:00:00+02:00,1969-07-27,,{Ontario|Toronto|Canada}
Jayson More,1969-01-01T00:00:00+02:00,1969-01-12,male,{Manitoba|Canada|Souris Manitoba}
Duane Dennis,1969-01-01T00:00:00+02:00,1969-02-06,male,{British Columbia|Vernon British Columbia|Canada}
Dwayne Roloson,1969-01-01T00:00:00+02:00,1969-10-12,,{Simcoe Ontario|Canada}
Ed Ward (ice hockey),1969-01-01T00:00:00+02:00,1969-11-10,,{Alberta|Edmonton|Canada}
Jody Hull,1969-01-01T00:00:00+02:00,1969-02-02,,{Ontario|Canada|Petrolia Ontario}
Joe Sakic,1969-01-01T00:00:00+02:00,1969-07-07,male,{British Columbia|Canada|Burnaby}
Joel Savage,1969-01-01T00:00:00+02:00,1969-12-25,,{British Columbia|Surrey British Columbia|Canada}
Pat Murray (ice hockey),1969-01-01T00:00:00+02:00,1969-08-20,,{Ontario|Canada|Stratford Ontario}
Reid Simpson,1969-01-01T00:00:00+02:00,1969-05-21,,{Manitoba|Flin Flon|Canada}
Peter Soberlak,1969-01-01T00:00:00+02:00,1969-05-12,male,{British Columbia|Kamloops|Canada}
Peter White (ice hockey),1969-01-01T00:00:00+02:00,1969-03-15,,{Canada|Montreal|Quebec}
Pierre Turgeon,1969-01-01T00:00:00+02:00,1969-08-28,,{Rouyn-Noranda|Canada|Quebec}
Alain Morissette,1969-01-01T00:00:00+02:00,1969-08-26,,{Rimouski|Canada|Quebec}
Alex Hicks,1969-01-01T00:00:00+02:00,1969-09-04,male,{Alberta|Canada|Calgary}
Rick Allain,1969-01-01T00:00:00+02:00,1969-05-20,male,{Ontario|Guelph|Canada}
Rick Tabaracci,1969-01-01T00:00:00+02:00,1969-01-02,male,{Ontario|Toronto|Canada}
Rob Blake,1969-01-01T00:00:00+02:00,1969-12-10,male,{Ontario|Simcoe Ontario|Canada}
Rob Murphy (ice hockey),1969-01-01T00:00:00+02:00,1969-04-07,,{Hull Quebec|Canada|Quebec}
Rob Zamuner,1969-01-01T00:00:00+02:00,1969-09-17,,{Ontario|Oakville Ontario|Canada}
Ted Dent,1969-01-01T00:00:00+02:00,1969-11-05,male,{Ontario|Toronto|Canada}
Daniel Lacroix,1969-01-01T00:00:00+02:00,1969-03-11,male,{Canada|Montreal|Quebec}
Daniel Laperrière,1969-01-01T00:00:00+02:00,1969-03-28,male,{Canada|Laval Quebec|Quebec}
Darcy Loewen,1969-01-01T00:00:00+02:00,1969-02-26,,{Alberta|Canada|Calgary}
Darcy Martini,1969-01-01T00:00:00+02:00,1969-01-30,male,{British Columbia|Canada|Castlegar British Columbia}
Darren Rumble (ice hockey),1969-01-01T00:00:00+02:00,1969-01-23,,{Ontario|Barrie|Canada}
Darrin Shannon,1969-01-01T00:00:00+02:00,1969-12-08,male,{Ontario|Barrie|Canada}
Dave Archibald,1969-01-01T00:00:00+02:00,1969-04-14,male,{British Columbia|Chilliwack|Canada}
Blair Atcheynum,1969-01-01T00:00:00+02:00,1969-04-20,,{Saskatchewan|Estevan|Canada}
Bob Wilkie,1969-01-01T00:00:00+02:00,1969-02-11,male,{Alberta|Canada|Calgary}
Brad Miller (ice hockey),1969-01-01T00:00:00+02:00,1969-07-23,male,{Alberta|Edmonton|Canada}
Brad Treliving,1969-01-01T00:00:00+02:00,1969-08-18,male,{British Columbia|Penticton|Canada}
Brad Werenka,1969-01-01T00:00:00+02:00,1969-02-12,male,{Alberta|Canada|Two Hills Alberta}
Brendan Shanahan,1969-01-01T00:00:00+02:00,1969-01-23,male,{Ontario|Mimico|Etobicoke|Canada}
Brent Grieve,1969-01-01T00:00:00+02:00,1969-05-09,male,{Ontario|Oshawa|Canada}
Bryan Fogarty,1969-01-01T00:00:00+02:00,1969-06-11,,{Canada|Montreal|Quebec}
Bryan Marchment,1969-01-01T00:00:00+02:00,1969-05-01,male,{Ontario|Scarborough Ontario|Canada}
Cam Brown,1969-01-01T00:00:00+02:00,1969-05-15,,{Saskatchewan|Saskatoon|Canada}
Jean-Yves Roy (ice hockey),1969-01-01T00:00:00+02:00,1969-02-17,male,{Rosemère Quebec|Canada|Quebec}
Jeff Ferguson (ice hockey),1969-01-01T00:00:00+02:00,1969-07-23,,{Alberta|Canada|Calgary}
Jeff Harding (ice hockey),1969-01-01T00:00:00+02:00,1969-04-06,,{Ontario|Toronto|Canada}
Jeff McLean (ice hockey),1969-01-01T00:00:00+02:00,1969-10-06,male,{British Columbia|Vancouver|Canada}
Jeff Odgers,1969-01-01T00:00:00+02:00,1969-05-31,male,{Saskatchewan|Spy Hill Saskatchewan|Canada}
Jeff Turcotte,1969-01-01T00:00:00+02:00,1969-04-24,,{Canada|Montreal|Quebec}
Jerome Bechard,1969-01-01T00:00:00+02:00,1969-03-30,,{Saskatchewan|Regina Saskatchewan|Canada}
Jesse Bélanger,1969-01-01T00:00:00+02:00,1969-06-15,,{Saint-Georges Quebec|Canada|Quebec}
Jim Hiller,1969-01-01T00:00:00+02:00,1969-05-15,male,{British Columbia|Port Alberni|Canada}
Jim McKenzie (ice hockey b. 1969),1969-01-01T00:00:00+02:00,1969-11-03,male,{Saskatchewan|Gull Lake Saskatchewan|Canada}
Jim Montgomery (ice hockey),1969-01-01T00:00:00+02:00,1969-06-30,male,{Canada|Montreal|Quebec}
Jimmy Waite,1969-01-01T00:00:00+02:00,1969-04-15,,{Canada|Sherbrooke|Quebec}
André Racicot,1969-01-01T00:00:00+02:00,1969-06-09,male,{Rouyn-Noranda|Canada|Quebec}
Andre Faust,1969-01-01T00:00:00+02:00,1969-10-07,male,{Joliette|Canada|Quebec}
Andrew Cassels,1969-01-01T00:00:00+02:00,1969-07-23,male,{Ontario|Canada|Bramalea Ontario}
Len Barrie,1969-01-01T00:00:00+02:00,1969-06-04,male,{British Columbia|Canada|Kimberley British Columbia}
Martin Jiranek (ice hockey),1969-01-01T00:00:00+02:00,1969-10-03,male,{Alberta|Canada|Bashaw Alberta}
Matt Ruchty,1969-01-01T00:00:00+02:00,1969-11-27,male,{Ontario|Kitchener Ontario|Canada}
Iain Fraser (ice hockey),1969-01-01T00:00:00+02:00,1969-08-10,male,{Ontario|Scarborough Ontario|Canada}
Chris Joseph (ice hockey),1969-01-01T00:00:00+02:00,1969-09-10,,{British Columbia|Canada|Burnaby}
Chris Newans,1969-01-01T00:00:00+02:00,1969-10-06,male,{Prince Edward Island|Summerside Prince Edward Island|Canada}
Sandy Moger,1969-01-01T00:00:00+02:00,1969-03-21,,{British Columbia|100 Mile House|Canada}
Scott Daniels (ice hockey),1969-01-01T00:00:00+02:00,1969-09-19,male,{Saskatchewan|Prince Albert Saskatchewan|Mistawasis First Nation|Canada}
Scott Humeniuk,1969-01-01T00:00:00+02:00,1969-09-10,,{Saskatchewan|Saskatoon|Canada}
Scott Pearson,1969-01-01T00:00:00+02:00,1969-12-19,,{Ontario|Cornwall Ontario|Canada}
Wayne Hynes,1969-01-01T00:00:00+02:00,1969-05-29,male,{Alberta|Canada|Calgary}
Wayne McBean,1969-01-01T00:00:00+02:00,1969-02-21,,{Alberta|Canada|Calgary}
Colin Baustad,1969-01-01T00:00:00+02:00,1969-08-31,male,{Alberta|Canada|Calgary}
Corey Foster,1969-01-01T00:00:00+02:00,1969-10-27,,{Ontario|Ottawa|Canada}
Corrie D'Alessio,1969-01-01T00:00:00+02:00,1969-09-09,,{Ontario|Cornwall Ontario|Canada}
Curtis Leschyshyn,1969-01-01T00:00:00+02:00,1969-09-21,,{Manitoba|Canada|Thompson Manitoba}
Dallas Drake,1969-01-01T00:00:00+02:00,1969-02-04,,{British Columbia|Canada|Trail British Columbia}
Karen Nystrom,1969-01-01T00:00:00+02:00,1969-06-17,,{Ontario|Scarborough Ontario|Canada}
Keith Osborne,1969-01-01T00:00:00+02:00,1969-04-02,male,{Ontario|Toronto|Canada}
Ken Sutton,1969-01-01T00:00:00+02:00,1969-11-05,,{Alberta|Edmonton|Canada}
Kevin Kaminski,1969-01-01T00:00:00+02:00,1969-03-13,male,{Saskatchewan|Canada|Churchbridge Saskatchewan}
Kevin Miehm,1969-01-01T00:00:00+02:00,1969-09-10,,{Ontario|Kitchener Ontario|Canada}
Enrico Ciccone,1970-01-01T00:00:00+02:00,1970-04-10,male,{Canada|Montreal|Quebec}
Terry Virtue,1970-01-01T00:00:00+02:00,1970-08-12,male,{Ontario|Scarborough Ontario|Canada}
Todd Hlushko,1970-01-01T00:00:00+02:00,1970-02-07,male,{Ontario|Guelph|Canada}
Greg Pankewicz,1970-01-01T00:00:00+02:00,1970-11-06,male,{Alberta|Canada|Drayton Valley}
Greg Walters,1970-01-01T00:00:00+02:00,1970-08-12,male,{Alberta|Canada|Calgary}
Guy Dupuis,1970-01-01T00:00:00+02:00,1970-05-10,male,{Moncton|New Brunswick|Canada}
Patrice Tardif,1970-01-01T00:00:00+02:00,1970-10-30,male,{Canada|Quebec|Saint-Methode-de-Frontenac}
Patrick Lebeau,1970-01-01T00:00:00+02:00,1970-03-17,male,{Canada|Saint-Jérôme Quebec|Quebec}
Paul DiPietro,1970-01-01T00:00:00+02:00,1970-09-08,male,{Ontario|Canada|Sault Ste. Marie Ontario}
Paul Kruse,1970-01-01T00:00:00+02:00,1970-03-15,male,{British Columbia|Merritt British Columbia|Canada}
Paul Laus,1970-01-01T00:00:00+02:00,1970-09-26,,{Ontario|Beamsville Ontario|Canada}
Peter Allen (ice hockey),1970-01-01T00:00:00+02:00,1970-03-06,male,{Alberta|Canada|Calgary}
Denny Lambert,1970-01-01T00:00:00+02:00,1970-01-07,male,{Ontario|Wawa Ontario|Canada}
Derek Booth,1970-01-01T00:00:00+02:00,1970-07-19,,{Ontario|Niagara Falls Ontario|Canada}
Derek Shybunka,1970-01-01T00:00:00+02:00,1970-09-25,male,{Alberta|Edmonton|Canada}
Dominic Roussel,1970-01-01T00:00:00+02:00,1970-02-22,,{Hull Quebec|Canada|Quebec}
Rod Brind'Amour,1970-01-01T00:00:00+02:00,1970-08-09,male,{Ontario|Ottawa|Canada}
Russ Romaniuk,1970-01-01T00:00:00+02:00,1970-06-09,male,{Manitoba|Winnipeg|Canada}
Mike Needham,1970-01-01T00:00:00+02:00,1970-04-04,male,{Alberta|Canada|Calgary}
Travis Green,1970-01-01T00:00:00+02:00,1970-12-20,male,{British Columbia|Canada|Castlegar British Columbia}
Trevor Converse,1970-01-01T00:00:00+02:00,1970-02-04,male,{Saskatchewan|North Battleford|Canada}
Trevor Linden,1970-01-01T00:00:00+02:00,1970-04-11,male,{Alberta|Medicine Hat|Canada}
Trevor Sim,1970-01-01T00:00:00+02:00,1970-06-09,male,{Alberta|Canada|Calgary}
Troy Mallette,1970-01-01T00:00:00+02:00,1970-02-25,,{Ontario|Onaping Falls|Canada}
Sean Whyte (ice hockey),1970-01-01T00:00:00+02:00,1970-05-04,,{Ontario|Canada|Greater Sudbury}
Shawn Antoski,1970-01-01T00:00:00+02:00,1970-03-25,,{Ontario|Brantford|Canada}
Shayne Stevenson (ice hockey),1970-01-01T00:00:00+02:00,1970-10-26,male,{Ontario|Aurora Ontario|Canada}
Stéphane Fiset,1970-01-01T00:00:00+02:00,1970-06-17,,{Canada|Montreal|Quebec}
Steve Bancroft,1970-01-01T00:00:00+02:00,1970-10-06,male,{Ontario|Toronto|Canada}
Steve Barnes (ice hockey),1970-01-01T00:00:00+02:00,1970-07-19,male,{Ontario|Gravenhurst Ontario|Canada}
Steve Dubinsky,1970-01-01T00:00:00+02:00,1970-07-09,male,{Canada|Montreal|Quebec}
Stewart Malgunas,1970-01-01T00:00:00+02:00,1970-04-21,,{British Columbia|Canada|Prince George British Columbia}
Laura Schuler,1970-01-01T00:00:00+02:00,1970-12-03,,{Ontario|Scarborough Ontario|Canada}
Mark Greig,1970-01-01T00:00:00+02:00,1970-01-25,male,{Alberta|High River|Canada}
Mark Woolf (ice hockey born 1970),1970-01-01T00:00:00+02:00,1970-09-30,male,{Manitoba|Brandon Manitoba|Canada}
Jason Herter,1970-01-01T00:00:00+02:00,1970-10-02,,{Saskatchewan|Canada|Hafford}
Jason Muzzatti,1970-01-01T00:00:00+02:00,1970-02-03,,{Ontario|Toronto|Canada}
Jason Ruff,1970-01-01T00:00:00+02:00,1970-01-27,male,{British Columbia|Canada|Kelowna}
Jason Smart (ice hockey),1970-01-01T00:00:00+02:00,1970-01-23,,{Alberta|Canada|Red Deer Alberta}
Jason York,1970-01-01T00:00:00+02:00,1970-05-20,male,{Ontario|Nepean Ontario|Canada}
Dwayne Norris,1970-01-01T00:00:00+02:00,1970-01-08,male,{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}
Joe Busillo,1970-01-01T00:00:00+02:00,1970-05-13,,{Ontario|Toronto|Canada}
Ray Edwards (ice hockey),1970-01-01T00:00:00+02:00,1970-06-11,male,{Ontario|Canada|Hanover Ontario}
Reggie Savage,1970-01-01T00:00:00+02:00,1970-05-01,male,{Canada|Montreal|Quebec}
Phil Crowe,1970-01-01T00:00:00+02:00,1970-04-14,,{Alberta|Canada|Nanton Alberta}
Robert Cimetta,1970-01-01T00:00:00+02:00,1970-02-15,male,{Ontario|Toronto|Canada}
Stu Barnes,1970-01-01T00:00:00+02:00,1970-12-25,male,{Alberta|Spruce Grove|Canada}
David Goverde,1970-01-01T00:00:00+02:00,1970-04-09,,{Ontario|Toronto|Canada}
Davis Payne,1970-01-01T00:00:00+02:00,1970-09-24,male,{British Columbia|Ontario|Port Alberni|Canada|King City Ontario}
Dean Malkoc,1970-01-01T00:00:00+02:00,1970-01-26,,{British Columbia|Vancouver|Canada}
Gilbert Dionne,1970-01-01T00:00:00+02:00,1970-09-19,male,{Drummondville|Canada|Quebec}
Gino Odjick,1970-01-01T00:00:00+02:00,1970-09-07,male,{Maniwaki|Canada|Quebec}
Glen Goodall,1970-01-01T00:00:00+02:00,1970-01-22,male,{British Columbia|Canada|Fort Nelson British Columbia}
Bill Armstrong (ice hockey born 1970),1970-01-01T00:00:00+02:00,1970-05-18,male,{Ontario|Canada|Richmond Hill Ontario}
Blaine Lacher,1970-01-01T00:00:00+02:00,1970-09-05,,{Alberta|Medicine Hat|Canada}
Boris Rousson,1970-01-01T00:00:00+02:00,1970-06-14,male,{Val-d'Or|Canada|Quebec}
Vicky Sunohara,1970-01-01T00:00:00+02:00,1970-05-18,female,{Ontario|Scarborough Ontario|Canada}
Jeff Batters,1970-01-01T00:00:00+02:00,1970-10-23,male,{British Columbia|Victoria British Columbia|Canada}
Jeff Christian,1970-01-01T00:00:00+02:00,1970-07-30,male,{Ontario|Burlington Ontario|Canada}
Joby Messier,1970-01-01T00:00:00+02:00,1970-03-02,male,{Saskatchewan|Regina Saskatchewan|Canada}
Andrew McKim,1970-01-01T00:00:00+02:00,1970-07-06,,{New Brunswick|Saint John New Brunswick|Canada}
Andy Bezeau,1970-01-01T00:00:00+02:00,1970-03-30,,{New Brunswick|Saint John New Brunswick|Canada}
Lesley Reddon,1970-01-01T00:00:00+02:00,1970-11-15,female,{Ontario|North York|Canada}
François Leroux,1970-01-01T00:00:00+02:00,1970-04-18,male,{Canada|Sainte-Adèle Quebec|Quebec}
Frank Bialowas,1970-01-01T00:00:00+02:00,1970-09-25,male,{Manitoba|Winnipeg|Canada}
Martin Gélinas,1970-01-01T00:00:00+02:00,1970-06-05,,{Canada|Shawinigan|Quebec}
Martin St. Amour,1970-01-01T00:00:00+02:00,1970-01-30,male,{Canada|Montreal|Quebec}
Hugo Belanger,1970-01-01T00:00:00+02:00,1970-05-28,,{Saint-Hubert Quebec|Canada}
Chris Bergeron,1970-01-01T00:00:00+02:00,1970-11-28,male,{Ontario|Canada|Wallaceburg}
Chris Bright,1970-01-01T00:00:00+02:00,{1970-06-06|1970-10-14},male,{Ontario|Guelph|Canada}
Chris Govedaris,1970-01-01T00:00:00+02:00,1970-02-02,male,{Ontario|Toronto|Canada}
Christian Soucy,1970-01-01T00:00:00+02:00,1970-09-14,male,{Gatineau|Canada|Quebec}
Claude Boivin,1970-01-01T00:00:00+02:00,1970-03-01,male,{Sainte-Foy Quebec City|Canada|Quebec|St._Foy_Quebec}
Clayton Beddoes,1970-01-01T00:00:00+02:00,1970-11-10,male,{Alberta|Bentley Alberta|Canada}
Scott Pellerin,1970-01-01T00:00:00+02:00,1970-01-09,male,{New Brunswick|Shediac|Canada}
Adrien Plavsic,1970-01-01T00:00:00+02:00,1970-01-13,,{Canada|Montreal|Quebec}
Wes Walz,1970-01-01T00:00:00+02:00,1970-05-15,,{Alberta|Canada|Calgary}
Colin Ward (ice hockey),1970-01-01T00:00:00+02:00,1970-09-05,male,{Alberta|Edmonton|Canada}
Corey Schwab,1970-01-01T00:00:00+02:00,1970-11-04,male,{Saskatchewan|North Battleford|Canada}
Craig Fisher,1970-01-01T00:00:00+02:00,1970-06-30,,{Ontario|Oshawa|Canada}
Dan Lambert,1970-01-01T00:00:00+02:00,1970-01-12,male,{Manitoba|Saint Boniface Winnipeg|Canada}
Dan Ratushny,1970-01-01T00:00:00+02:00,1970-10-29,male,{Ontario|Nepean Ontario|Canada}
Dane Jackson,1970-01-01T00:00:00+02:00,1970-05-17,,{British Columbia|Canada|Castlegar British Columbia}
Daniel Doré,1970-01-01T00:00:00+02:00,1970-04-09,male,{Canada|Quebec|Ferme-Neuve Quebec}
Daniel Gauthier,1970-01-01T00:00:00+02:00,1970-05-17,male,{Canada|Charlemagne Quebec|Quebec}
Jon Klemm,1970-01-01T00:00:00+02:00,1970-01-08,male,{British Columbia|Cranbrook British Columbia|Canada}
Kevin Cheveldayoff,1970-01-01T00:00:00+02:00,1970-02-04,,{Saskatchewan|Saskatoon|Canada}
Kevin Haller,1970-01-01T00:00:00+02:00,1970-12-05,,{Alberta|Canada|Trochu Alberta}
Éric Charron,1970-01-01T00:00:00+02:00,1970-01-14,male,{Verdun Quebec|Canada|Quebec}
Éric Dandenault,1970-01-01T00:00:00+02:00,1970-03-10,male,{Canada|Sherbrooke|Quebec}
Eric Lacroix,1971-01-01T00:00:00+02:00,1971-07-15,male,{Canada|Montreal|Quebec}
Greg Johnson (ice hockey),1971-01-01T00:00:00+02:00,1971-03-16,male,{Ontario|Canada|Thunder Bay}
Guy Pellerin,1971-01-01T00:00:00+02:00,1971-08-14,,{Moncton|New Brunswick|Canada}
Yanic Perreault,1971-01-01T00:00:00+02:00,1971-04-04,,{Canada|Sherbrooke|Quebec}
Zac Boyer,1971-01-01T00:00:00+02:00,1971-10-25,,{Northwest Territories|Inuvik|Canada}
Garett MacDonald,1971-01-01T00:00:00+02:00,1971-01-12,,{British Columbia|Canada|Burnaby}
Patrice Brisebois,1971-01-01T00:00:00+02:00,1971-01-27,,{Canada|Montreal|Quebec}
Patrick Labrecque,1971-01-01T00:00:00+02:00,1971-03-06,male,{LaSalle Quebec|Canada|Quebec}
Paul Dyck,1971-01-01T00:00:00+02:00,1971-04-15,,{Manitoba|Steinbach Manitoba|Canada}
Peter Ambroziak,1971-01-01T00:00:00+02:00,1971-09-15,male,{Ontario|Kanata Ontario|Canada}
Denis Chalifoux,1971-01-01T00:00:00+02:00,{1971-02-21|1971-02-27},male,{Canada|Laval Quebec|Quebec}
Derek Frenette,1971-01-01T00:00:00+02:00,1971-07-13,,{Dollard-des-Ormeaux|Canada|Quebec}
Mike Bales,1971-01-01T00:00:00+02:00,1971-08-06,male,{Saskatchewan|Prince Albert Saskatchewan|Canada}
Mike Craig (ice hockey born 1971),1971-01-01T00:00:00+02:00,1971-06-06,male,{Ontario|London Ontario|Canada}
Mike Matteucci,1971-01-01T00:00:00+02:00,1971-12-27,male,{British Columbia|Canada|Trail British Columbia}
Mike Morin,1971-01-01T00:00:00+02:00,1971-07-20,,{Saskatchewan|Canada|Melville Saskatchewan}
Mike Ricci,1971-01-01T00:00:00+02:00,1971-10-27,,{Ontario|Scarborough Ontario|Canada}
Mike Sillinger,1971-01-01T00:00:00+02:00,1971-06-29,,{Saskatchewan|Regina Saskatchewan|Canada}
Tony Cimellaro,1971-01-01T00:00:00+02:00,1971-06-14,male,{Ontario|Canada|Kingston Ontario}
Trevor Halverson,1971-01-01T00:00:00+02:00,1971-04-06,male,{Ontario|Canada|White River Ontario}
Tyler Lovering,1971-01-01T00:00:00+02:00,1971-07-13,,{Saskatchewan|Wilcox Saskatchewan|Canada}
Sean O'Donnell,1971-01-01T00:00:00+02:00,1971-10-13,male,{Ontario|Ottawa|Canada}
Sebastien LaPlante,1971-01-01T00:00:00+02:00,1971-04-23,male,{Cap-Rouge Quebec City|Canada|Quebec}
Shawn Rivers,1971-01-01T00:00:00+02:00,1971-01-30,male,{Ontario|Ottawa|Canada}
Steve Carpenter,1971-01-01T00:00:00+02:00,1971-03-30,male,{British Columbia|Canada|Prince George British Columbia}
Steve Larouche,1971-01-01T00:00:00+02:00,1971-04-14,male,{Rouyn-Noranda|Canada|Quebec}
Steve Rucchin,1971-01-01T00:00:00+02:00,1971-07-04,,{Ontario|Canada|Thunder Bay}
Steven Rice,1971-01-01T00:00:00+02:00,1971-05-26,,{Ontario|Kitchener Ontario|Canada}
Kris Draper,1971-01-01T00:00:00+02:00,1971-05-24,,{Ontario|Toronto|Canada}
Mark Cavallin,1971-01-01T00:00:00+02:00,1971-10-20,male,{Ontario|Mississauga|Canada}
Mark Ouimet,1971-01-01T00:00:00+02:00,1971-10-02,male,{Ontario|London Ontario|Canada}
Jamie Heward,1971-01-01T00:00:00+02:00,1971-03-30,,{Saskatchewan|Regina Saskatchewan|Canada}
Jamie Ram,1971-01-01T00:00:00+02:00,1971-01-18,male,{Ontario|Scarborough Ontario|Canada}
Jarrod Skalde,1971-01-01T00:00:00+02:00,1971-02-26,,{Ontario|Niagara Falls Ontario|Canada}
Jason Fitzsimmons,1971-01-01T00:00:00+02:00,1971-06-03,male,{Saskatchewan|Regina Saskatchewan|Canada}
Jason Marshall (ice hockey),1971-01-01T00:00:00+02:00,1971-02-22,,{British Columbia|Cranbrook British Columbia|Canada}
Jason Miller (ice hockey),1971-01-01T00:00:00+02:00,1971-03-01,,{Alberta|Edmonton|Canada}
Jason Soules,1971-01-01T00:00:00+02:00,1971-03-14,male,{Hamilton Ontario|Ontario|Canada}
Joel Dyck,1971-01-01T00:00:00+02:00,1971-07-28,male,{Alberta|Lethbridge|Canada}
John Craighead,1971-01-01T00:00:00+02:00,1971-11-23,male,{British Columbia|Vancouver|Canada}
Pierre Sévigny (ice hockey),1971-01-01T00:00:00+02:00,1971-09-08,,{Trois-Rivières|Canada|Quebec}
Richard Shulmistra,1971-01-01T00:00:00+02:00,1971-04-01,male,{Ontario|Canada|Greater Sudbury}
Rob Leask,1971-01-01T00:00:00+02:00,1971-06-09,male,{Ontario|North York|Canada}
Rob Pearson,1971-01-01T00:00:00+02:00,1971-03-08,male,{Ontario|Oshawa|Canada}
Darren Langdon,1971-01-01T00:00:00+02:00,1971-01-08,male,{Newfoundland and Labrador|Canada|Deer Lake Newfoundland and Labrador}
Dave Chyzowski,1971-01-01T00:00:00+02:00,1971-07-11,male,{Alberta|Edmonton|Canada}
Dave Karpa,1971-01-01T00:00:00+02:00,1971-05-07,,{Saskatchewan|Regina Saskatchewan|Canada}
David Harlock,1971-01-01T00:00:00+02:00,1971-03-16,male,{Ontario|Toronto|Canada}
David Oliver (ice hockey),1971-01-01T00:00:00+02:00,1971-04-17,,{British Columbia|Sechelt|Canada}
David Struch,1971-01-01T00:00:00+02:00,1971-02-11,male,{Manitoba|Flin Flon|Canada}
Dean Seymour,1971-01-01T00:00:00+02:00,1971-12-08,male,{Saskatchewan|Saskatoon|Canada}
Glen Gulutzan,1971-01-01T00:00:00+02:00,1971-08-12,male,{Manitoba|Canada|The Pas}
Bob Boughner,1971-01-01T00:00:00+02:00,1971-03-08,,{Ontario|Windsor Ontario|Canada}
Brad May,1971-01-01T00:00:00+02:00,1971-11-29,male,{Ontario|Toronto|Canada}
Brad Tiley,1971-01-01T00:00:00+02:00,1971-07-05,,{Ontario|Markdale Ontario|Canada}
Brandy Semchuk,1971-01-01T00:00:00+02:00,1971-09-22,,{Alberta|Canada|Calgary}
Brian Sakic,1971-01-01T00:00:00+02:00,1971-09-04,,{British Columbia|Canada|Burnaby}
Brian Savage,1971-01-01T00:00:00+02:00,1971-02-24,,{Ontario|Canada|Greater Sudbury}
Brian Wiseman,1971-01-01T00:00:00+02:00,1971-07-13,,{Ontario|Chatham-Kent|Canada}
Cam Stewart,1971-01-01T00:00:00+02:00,1971-09-18,male,{Ontario|Kitchener Ontario|Canada}
Jeff Buchanan,1971-01-01T00:00:00+02:00,1971-05-23,male,{Saskatchewan|Swift Current|Canada}
