name,birthYear,birthDate,gender,birthplace
Ben Stafford,1978-01-01T00:00:00+02:00,1978-10-01,male,{Boston|Massachusetts|United States}
Ben Thilthorpe,1978-01-01T00:00:00+02:00,1978-08-20,,{Adelaide|South Australia|Australia}
Bobby Allen,1978-01-01T00:00:00+02:00,1978-11-14,,{Hull Massachusetts|Weymouth Massachusetts|Massachusetts|United States}
Boris Blank (ice hockey),1978-01-01T00:00:00+02:00,1978-07-10,male,{Kazakhstan|Karaganda}
Borys Protsenko,1978-01-01T00:00:00+02:00,1978-08-21,,{Soviet Union|Ukrainian Soviet Socialist Republic|Kiev}
Boyd Devereaux,1978-01-01T00:00:00+02:00,1978-04-16,male,{Ontario|Seaforth Ontario|Canada}
Boyd Kane,1978-01-01T00:00:00+02:00,1978-04-18,,{Saskatchewan|Swift Current|Canada}
Brad Tapper,1978-01-01T00:00:00+02:00,1978-04-28,male,{Ontario|Scarborough Ontario|Canada}
Brandon Dietrich,1978-01-01T00:00:00+02:00,1978-03-22,male,{Ontario|Waterloo Ontario|Canada}
Brandon Sugden,1978-01-01T00:00:00+02:00,1978-06-23,male,{Ontario|Toronto|Canada}
Brendan Brooks,1978-01-01T00:00:00+02:00,1978-11-26,male,{Ontario|Canada|St. Catharines}
Brett McLean,1978-01-01T00:00:00+02:00,1978-08-14,male,{British Columbia|Comox British Columbia|Canada men's national ice hockey team|Canada}
Brian Willsie,1978-01-01T00:00:00+02:00,1978-03-16,male,{Ontario|London Ontario|Canada}
Cam Severson,1978-01-01T00:00:00+02:00,1978-01-15,,{Saskatchewan|Canada|Norquay Saskatchewan}
Viktor Hübl,1978-01-01T00:00:00+02:00,1978-08-12,,
Vincent Bachet,1978-01-01T00:00:00+02:00,1978-04-29,,{France|Saint-Maurice-le-Girard}
Vitali Novopashin,1978-01-01T00:00:00+02:00,1978-09-28,,{Soviet Union|Oskemen|Kazakh Soviet Socialist Republic}
Vladimir Antipov,1978-01-01T00:00:00+02:00,1978-01-14,male,{Russia|Soviet Union|Apatity}
Vladislav Kubeš,1978-01-01T00:00:00+02:00,1978-10-31,male,{Czech Republic|Klatovy}
Jean-Marc Pelletier,1978-01-01T00:00:00+02:00,1978-03-04,,{Atlanta|Georgia (U.S. state)|United States}
Jean-Philippe Soucy,1978-01-01T00:00:00+02:00,1978-05-25,,{Rivière-du-Loup|Canada|Quebec}
Jean-Pierre Dumont,1978-01-01T00:00:00+02:00,1978-04-01,,{Canada|Montreal|Quebec}
Jed Ortmeyer,1978-01-01T00:00:00+02:00,1978-09-03,,{Nebraska|Omaha Nebraska|United States}
Jeff Brown (ice hockey b. 1978),1978-01-01T00:00:00+02:00,1978-04-24,male,{Ontario|Mississauga|Canada}
Jeff Farkas,1978-01-01T00:00:00+02:00,1978-01-24,male,{Williamsville New York|United States|New York}
Jeff Hoggan,1978-01-01T00:00:00+02:00,1978-02-01,,{British Columbia|Canada|Hope British Columbia}
Jeff Hutchins,1978-01-01T00:00:00+02:00,1978-04-23,male,{Ontario|Toronto|Canada}
Jeff Paul,1978-01-01T00:00:00+02:00,1978-03-01,male,{Ontario|London Ontario|Canada}
Jeff Sullivan (ice hockey),1978-01-01T00:00:00+02:00,1978-09-18,male,{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}
Jeff Zehr,1978-01-01T00:00:00+02:00,1978-12-10,male,{Ontario|Canada|Woodstock Ontario}
Jenny Lindqvist,1978-01-01T00:00:00+02:00,1978-07-21,female,Stockholm
Jeremy Adduono,1978-01-01T00:00:00+02:00,1978-08-04,male,{Ontario|Canada|Thunder Bay}
Jesse Boulerice,1978-01-01T00:00:00+02:00,1978-08-10,,{Rouses Point New York|United States|New York}
Jesse Fibiger,1978-01-01T00:00:00+02:00,1978-04-04,male,{British Columbia|Victoria British Columbia|Canada}
Jesse Wallin,1978-01-01T00:00:00+02:00,1978-03-10,male,{Saskatchewan|Saskatoon|Canada}
Jiří Šimánek,1978-01-01T00:00:00+02:00,1978-10-06,male,{Czechoslovakia|České Budějovice}
Jiří Bicek,1978-01-01T00:00:00+02:00,1978-12-03,,{Czechoslovakia|Košice}
Andreas Morczinietz,1978-01-01T00:00:00+02:00,1978-03-11,male,{Germany|West Germany|Wolfratshausen}
Andrei Gavrilin,1978-01-01T00:00:00+02:00,1978-07-24,male,{Soviet Union|Temirtau|Kazakh Soviet Socialist Republic}
Andrei Kruchinin,1978-01-01T00:00:00+02:00,1978-05-18,male,{Kazakhstan|Karaganda}
Andrei Markov (ice hockey),1978-01-01T00:00:00+02:00,1978-12-20,male,{Soviet Union|Russian Soviet Federative Socialist Republic|Voskresensk}
Andrei Mikhalev,1978-01-01T00:00:00+02:00,1978-02-23,male,{Soviet Union|Minsk|Byelorussian Soviet Socialist Republic}
Andrei Troschinsky,1978-01-01T00:00:00+02:00,1978-02-14,male,{Soviet Union|Oskemen|Kazakh Soviet Socialist Republic}
Andrei Zyuzin,1978-01-01T00:00:00+02:00,1978-01-21,male,{Soviet Union|Ufa|Russian Soviet Federative Socialist Republic}
Andrej Podkonický,1978-01-01T00:00:00+02:00,1978-05-09,male,{Czechoslovakia|Zvolen}
Andrew Johnston (ice hockey born 1978),1978-01-01T00:00:00+02:00,1978-07-24,,England
Andy Hedlund,1978-01-01T00:00:00+02:00,{1978-05-16|1978-05-19},male,{Minnesota|Osseo Minnesota|United States}
Leoš Čermák,1978-01-01T00:00:00+02:00,1978-03-13,male,{Czechoslovakia|Třebíč}
Leonardo Conti (ice hockey),1978-01-01T00:00:00+02:00,1978-09-15,,{Garmisch-Partenkirchen|West Germany}
Leszek Laszkiewicz,1978-01-01T00:00:00+02:00,1978-08-11,male,{Poland|Jastrzębie-Zdrój}
François Méthot,1978-01-01T00:00:00+02:00,1978-04-26,male,{Canada|Montreal|Quebec}
Francis Bélanger,1978-01-01T00:00:00+02:00,1978-01-15,male,{Canada|Saint-Jérôme Quebec|Quebec}
Martin Milanov,1978-01-01T00:00:00+02:00,{1978-06-10|1978-06-17},,{Bulgaria|Sofia}
Martin Sonnenberg,1978-01-01T00:00:00+02:00,1978-01-23,,{Alberta|Canada|Wetaskiwin}
Mathieu Garon,1978-01-01T00:00:00+02:00,1978-01-09,,{Canada|Chandler Quebec|Quebec}
Matt Bradley,1978-01-01T00:00:00+02:00,1978-06-13,male,{Ontario|Canada|Stittsville Ontario}
Matt Cooke,1978-01-01T00:00:00+02:00,1978-09-07,male,{Ontario|Belleville Ontario|Canada}
Matt Elich,1978-01-01T00:00:00+02:00,1978-09-22,male,{Michigan|Grosse Pointe Michigan|United States}
Maxim Spiridonov,1978-01-01T00:00:00+02:00,1978-04-07,,{Moscow|Soviet Union}
Maxime Gingras (ice hockey),1978-01-01T00:00:00+02:00,1978-04-22,male,
Nick Bootland,1978-01-01T00:00:00+02:00,1978-07-21,male,{Ontario|Shelburne Ontario|Canada}
Niklas Bäckström,1978-01-01T00:00:00+02:00,1978-02-13,male,{Finland|Helsinki}
Niko Kapanen,1978-01-01T00:00:00+02:00,1978-04-29,,{Finland|Hattula}
Nikolaus Mondt,1978-01-01T00:00:00+02:00,1978-08-09,male,{Germany|Düsseldorf}
Chris Allen (ice hockey),1978-01-01T00:00:00+02:00,1978-05-08,,{Ontario|Canada|Blenheim Ontario}
Chris Bala,1978-01-01T00:00:00+02:00,1978-09-24,male,{Virginia|Alexandria Virginia|United States}
Chris Corrinet,1978-01-01T00:00:00+02:00,1978-10-29,,{Connecticut|Trumbull Connecticut|United States}
Chris Hajt,1978-01-01T00:00:00+02:00,1978-07-05,,{Saskatchewan|Saskatoon|Canada}
Chris Madden,1978-01-01T00:00:00+02:00,1978-10-27,male,{Liverpool New York|United States|New York}
Chris Phillips,1978-01-01T00:00:00+02:00,1978-03-09,male,{Alberta|Canada|Calgary}
Scott Matzka,1978-01-01T00:00:00+02:00,1978-05-11,,{Michigan|Port Huron Michigan|United States}
Scott Parker (ice hockey),1978-01-01T00:00:00+02:00,1978-01-29,,{California|Hanford California|United States}
Sean Blanchard,1978-01-01T00:00:00+02:00,1978-03-29,male,{Ontario|Canada|Greater Sudbury}
Aaron Schneekloth,1978-01-01T00:00:00+02:00,{1978-07-15|1978-11-10},male,{Alberta|Canada|Calgary}
Adam Svoboda,1978-01-01T00:00:00+02:00,{1978-01-26|1978-06-26},,{Czech Republic|Brno}
Ajay Baines,1978-01-01T00:00:00+02:00,1978-03-25,,{British Columbia|Kamloops|Canada}
Carlyle Lewis,1978-01-01T00:00:00+02:00,1978-03-01,,{Middleton Nova Scotia|Canada}
Chad Rycroft,1978-01-01T00:00:00+02:00,1978-09-07,male,{Alberta|Canada|Beaverlodge}
Cody Rudkowsky,1978-01-01T00:00:00+02:00,1978-07-21,male,{Alberta|Willingdon Alberta|Canada}
Colin Beardsmore,1978-01-01T00:00:00+02:00,1978-02-07,male,{Ontario|Canada|Peterborough Ontario}
Conor White,1978-01-01T00:00:00+02:00,1978-11-13,,
Cory Morgan (ice hockey),1978-01-01T00:00:00+02:00,1978-08-20,,{Alberta|Canada}
Cory Murphy,1978-01-01T00:00:00+02:00,1978-02-13,,{Ontario|Kanata Ontario|Canada}
Cory Sarich,1978-01-01T00:00:00+02:00,1978-08-16,male,{Saskatchewan|Saskatoon|Canada}
Craig Hillier,1978-01-01T00:00:00+02:00,1978-02-28,male,{Nova Scotia|Cole Harbour Nova Scotia|Canada}
Dainius Zubrus,1978-01-01T00:00:00+02:00,1978-06-16,male,{Lithuania|Elektrėnai}
Dale Clarke,1978-01-01T00:00:00+02:00,1978-03-23,male,{Ontario|Sarnia|Canada}
Dan Snyder,1978-01-01T00:00:00+02:00,1978-02-23,male,{Ontario|Elmira Ontario|Canada}
Dan Tudin,1978-01-01T00:00:00+02:00,1978-08-03,male,{Ontario|Canada|Orleans Ontario}
Daniel Cleary,1978-01-01T00:00:00+02:00,1978-12-18,male,{Newfoundland and Labrador|Canada|Carbonear}
Daniel Corso,1978-01-01T00:00:00+02:00,1978-04-03,,{Canada|Montreal|Quebec}
Daniel Gunn (ice hockey),1978-01-01T00:00:00+02:00,1978-01-27,,
Daniel Henriksson,1978-01-01T00:00:00+02:00,1978-09-04,male,{Sweden|Övertorneå}
Johnathan Aitken,1978-01-01T00:00:00+02:00,1978-05-24,,{Alberta|Edmonton|Canada}
Josef Boumedienne,1978-01-01T00:00:00+02:00,1978-01-12,male,{Stockholm|Sweden}
Josef Straka (ice hockey),1978-01-01T00:00:00+02:00,1978-02-11,male,Jindřichův Hradec
Karl Goehring,1978-01-01T00:00:00+02:00,1978-08-23,male,
Karoliina Rantamäki,1978-01-01T00:00:00+02:00,1978-02-23,female,{Finland|Vantaa}
Keith Aucoin,1978-01-01T00:00:00+02:00,1978-11-06,,{Waltham Massachusetts|Massachusetts|United States}
Kelly Bechard,1978-01-01T00:00:00+02:00,{1978-01-22|1978-01-28},female,{Saskatchewan|Canada|Sedley Saskatchewan}
Ken Fels,1978-01-01T00:00:00+02:00,{1978-06-22|1978-06-23},male,{Alberta|Canada|Bow Island Alberta}
Kevin Haupt,1978-01-01T00:00:00+02:00,1978-06-22,,{Alberta|Edmonton|Canada}
Kim St-Pierre,1978-01-01T00:00:00+02:00,1978-12-14,female,{Châteauguay|Canada|Quebec}
Kim Staal,1978-01-01T00:00:00+02:00,1978-03-10,male,{Denmark|Herlev}
Kimmo Koskenkorva,1978-01-01T00:00:00+02:00,1978-06-21,,{Finland|Haukipudas}
Étienne Drapeau,1978-01-01T00:00:00+02:00,1978-01-10,male,{Quebec City|Canada|Quebec}
Ivan Novoseltsev,1979-01-01T00:00:00+02:00,1979-01-23,male,{Soviet Union|Golitsyno}
Ivan Tkachenko (ice hockey),1979-01-01T00:00:00+02:00,1979-11-09,male,{Soviet Union|Yaroslavl}
Ján Lašák,1979-01-01T00:00:00+02:00,1979-04-10,,{Czechoslovakia|Zvolen}
Eric Brewer,1979-01-01T00:00:00+02:00,1979-04-17,male,{British Columbia|Vernon British Columbia|Canada men's national ice hockey team|Canada}
Erik Westrum,1979-01-01T00:00:00+02:00,1979-07-26,male,{Minnesota|Minneapolis|United States}
Erika Holst,1979-01-01T00:00:00+02:00,1979-04-08,female,
Ernie Hartlieb,1979-01-01T00:00:00+02:00,{1979-04-04|1979-04-11},,{Michigan|Warren Michigan}
Thomas Dolak,1979-01-01T00:00:00+02:00,1979-03-25,male,{Czech Republic|Zlín}
Thor Dresler,1979-01-01T00:00:00+02:00,1979-03-10,,{Denmark|Herlev}
Todd Fedoruk,1979-01-01T00:00:00+02:00,1979-02-13,male,{Alberta|Canada|Redwater Alberta}
Tomáš Žižka,1979-01-01T00:00:00+02:00,1979-10-10,,{Czechoslovakia|Šternberk}
Tomáš Divíšek,1979-01-01T00:00:00+02:00,1979-07-19,male,{Czechoslovakia|Most}
Tom Kostopoulos,1979-01-01T00:00:00+02:00,1979-01-24,male,{Ontario|Mississauga|Canada}
Tom Lawson (goaltender),1979-01-01T00:00:00+02:00,1979-09-15,male,
Luboš Horčička,1979-01-01T00:00:00+02:00,1979-05-21,male,{Czechoslovakia|Kladno}
Lukáš Galvas,1979-01-01T00:00:00+02:00,1979-03-28,male,{Czech Republic|Opava}
Luke Volk,1979-01-01T00:00:00+02:00,1979-06-03,,{Minnesota|Brooklyn Park Minnesota|United States}
Makoto Kawashima,1979-01-01T00:00:00+02:00,1979-05-02,male,{Japan|Obihiro Hokkaido}
Graham Mink,1979-01-01T00:00:00+02:00,1979-05-21,male,{Vermont|Stowe Vermont|United States}
Greg Davis (ice hockey),1979-01-01T00:00:00+02:00,1979-07-26,male,{Alberta|Canada|Calgary}
Gregor Baumgartner,1979-01-01T00:00:00+02:00,1979-07-13,male,{Leoben|Austria}
Yoko Kondo,1979-01-01T00:00:00+02:00,1979-02-13,female,{Japan|Hachinohe Aomori}
Yuri Dobryshkin,1979-01-01T00:00:00+02:00,1979-07-19,male,{Soviet Union|Penza}
František Mrázek (ice hockey),1979-01-01T00:00:00+02:00,1979-05-16,male,{Czechoslovakia|České Budějovice}
Fredrik Warg,1979-01-01T00:00:00+02:00,1979-05-03,male,{Sweden|Skellefteå}
Patrick DesRochers,1979-01-01T00:00:00+02:00,1979-10-27,,{Ontario|Penetanguishene|Canada}
Patrick Marleau,1979-01-01T00:00:00+02:00,1979-09-15,male,{Saskatchewan|Canada}
Paul Esdale,1979-01-01T00:00:00+02:00,1979-04-10,male,{Alberta|Edmonton|Canada}
Paul Manning (ice hockey),1979-01-01T00:00:00+02:00,1979-04-15,male,{Alberta|Canada|Red Deer Alberta}
Paul Mara,1979-01-01T00:00:00+02:00,1979-09-07,male,{New Jersey|Ridgewood New Jersey|United States}
Pekka Saravo,1979-01-01T00:00:00+02:00,1979-11-13,,{Finland|Rovaniemi}
Peter Fabuš,1979-01-01T00:00:00+02:00,1979-07-15,male,{Slovakia|Ilava}
Peter Hirsch (ice hockey),1979-01-01T00:00:00+02:00,1979-03-06,,{Copenhagen|Denmark}
Peter Metcalf,1979-01-01T00:00:00+02:00,1979-02-25,male,{Pembroke Massachusetts|Massachusetts|United States}
Denis Arkhipov,1979-01-01T00:00:00+02:00,1979-05-19,,{Soviet Union|Russian Soviet Federative Socialist Republic|Kazan}
Denis Khlystov,1979-01-01T00:00:00+02:00,1979-07-04,,{Russia|Ufa}
Derek Gustafson,1979-01-01T00:00:00+02:00,1979-06-21,,{Gresham Oregon|United States|Oregon}
Dmitri Tarasov (ice hockey),1979-01-01T00:00:00+02:00,1979-02-13,male,{Khabarovsk|Russian Soviet Federative Socialist Republic}
Roman Erat,1979-01-01T00:00:00+02:00,1979-05-12,,
Roman Lyashenko,1979-01-01T00:00:00+02:00,1979-05-01,male,{Soviet Union|Murmansk|Russian Soviet Federative Socialist Republic}
Ronny Keller,1979-01-01T00:00:00+02:00,1979-10-06,,
Ross Howell,1979-01-01T00:00:00+02:00,1979-11-04,,{Australia|Victoria (Australia)|Melbourne|Australia men's national ice hockey team}
Ruslan Fedotenko,1979-01-01T00:00:00+02:00,1979-01-18,male,{Soviet Union|Ukrainian Soviet Socialist Republic|Kiev}
Ryan Bonni,1979-01-01T00:00:00+02:00,1979-02-18,,{Manitoba|Winnipeg|Canada}
Ryan Malone,1979-01-01T00:00:00+02:00,1979-12-01,,{Pennsylvania|Pittsburgh|United States}
Ryan Murphy (ice hockey born 1979),1979-01-01T00:00:00+02:00,1979-03-21,male,{California|Van Nuys Los Angeles|United States}
Ryan Rome,1979-01-01T00:00:00+02:00,1979-10-24,male,{Manitoba|Nesbitt Manitoba|Canada}
Michael Bakos,1979-01-01T00:00:00+02:00,1979-03-02,,{Augsburg|West Germany}
Michael Holmqvist,1979-01-01T00:00:00+02:00,1979-06-08,male,{Stockholm|Sweden}
Michael Schutte,1979-01-01T00:00:00+02:00,1979-07-28,male,{Ontario|Burlington Ontario|Canada}
Michael Waginger,1979-01-01T00:00:00+02:00,{1979-07-05|1979-10-11},male,{Germany|Sonthofen}
Michal Dobroň,1979-01-01T00:00:00+02:00,1979-09-29,male,{Czech Republic|Prague}
Michal Dvořák,1979-01-01T00:00:00+02:00,1979-08-12,male,{Czechoslovakia|Šternberk}
Michal Hudec,1979-01-01T00:00:00+02:00,1979-10-23,,
Michal Tvrdík,1979-01-01T00:00:00+02:00,1979-07-23,male,{Czech Republic|Pardubice}
Michel Périard,1979-01-01T00:00:00+02:00,1979-11-10,,Saint-Constant Quebec
Michel Riesen,1979-01-01T00:00:00+02:00,1979-04-11,,{Switzerland|Oberbalm}
Miikka Männikkö,,1979-03-27,,{Finland|Tampere}
Mika Hannula,1979-01-01T00:00:00+02:00,1979-04-02,,{Sweden|Huddinge Municipality}
Mika Lehto,1979-01-01T00:00:00+02:00,1979-04-12,male,{Finland|Vammala}
Mika Noronen,1979-01-01T00:00:00+02:00,1979-06-17,,{Finland|Tampere}
Mika Viinanen,1979-01-01T00:00:00+02:00,1979-07-21,,{Finland|Helsinki|Kaarina}
Mikael Bohman,1979-01-01T00:00:00+02:00,1979-01-23,male,Örnsköldsvik
Mikael Tellqvist,1979-01-01T00:00:00+02:00,1979-09-19,,{Sweden|Sundbyberg Municipality}
Mike Bishai,1979-01-01T00:00:00+02:00,1979-05-30,male,{Alberta|Edmonton|Canada}
Mike Brown (ice hockey born 1979),1979-01-01T00:00:00+02:00,1979-04-29,male,{British Columbia|Surrey British Columbia|Canada}
Mike Clarke (ice hockey born 1979),1979-01-01T00:00:00+02:00,1979-01-29,male,{Ontario|Scarborough Ontario|Canada}
Mike Commodore,1979-01-01T00:00:00+02:00,1979-11-07,male,{Alberta|Canada|Fort Saskatchewan}
Mike Corneau,1979-01-01T00:00:00+02:00,1979-07-20,male,{Ontario|Ottawa|Canada}
Mike Green (ice hockey born 1979),1979-01-01T00:00:00+02:00,1979-10-23,male,{British Columbia|Victoria British Columbia|Canada}
Mike Morrison,1979-01-01T00:00:00+02:00,1979-07-11,,{Medford Massachusetts|Massachusetts|United States}
Mike Pandolfo,1979-01-01T00:00:00+02:00,1979-09-15,male,{Winchester Massachusetts|Massachusetts|United States}
Mike Siklenka,1979-01-01T00:00:00+02:00,1979-12-18,,{Saskatchewan|Canada|Meadow Lake Saskatchewan}
Mike Stutzel,1979-01-01T00:00:00+02:00,1979-02-28,male,{British Columbia|Victoria British Columbia|Canada}
Mike Van Ryn,1979-01-01T00:00:00+02:00,1979-05-14,male,{Ontario|London Ontario|Canada}
Mikhail Donika,1979-01-01T00:00:00+02:00,1979-05-15,male,{Russia|Yaroslavl}
Mikko Kurvinen,1979-01-01T00:00:00+02:00,1979-03-11,male,{Finland|Anjalankoski}
Mikko Strömberg,1979-01-01T00:00:00+02:00,1979-03-05,male,Helsinki
Milan Toman,1979-01-01T00:00:00+02:00,1979-11-30,male,{Czech Republic|Litoměřice}
Tomaž Razingar,1979-01-01T00:00:00+02:00,1979-04-25,,{Socialist Federal Republic of Yugoslavia|Jesenice Jesenice|Socialist Republic of Slovenia}
Tomi Källarsson,1979-01-01T00:00:00+02:00,1979-03-15,male,{Finland|Lempäälä}
Tomi Lämsä,1979-01-01T00:00:00+02:00,1979-09-16,male,{Finland|Lahti}
Tommi Santala,1979-01-01T00:00:00+02:00,1979-06-27,,{Finland|Helsinki}
Toni Dahlman,1979-01-01T00:00:00+02:00,1979-09-03,male,{Finland|Helsinki}
Trevor Gillies,1979-01-01T00:00:00+02:00,1979-01-30,male,{Ontario|Cambridge Ontario|Canada}
Tyler Arnason,1979-01-01T00:00:00+02:00,1979-03-16,,{Oklahoma|Oklahoma City|United States}
Tyler Butler,1979-01-01T00:00:00+02:00,1979-07-08,male,{Ontario|Kanata Ontario|Canada}
Ulrica Lindström,1979-01-01T00:00:00+02:00,1979-03-30,female,
Václav Kočí,1979-01-01T00:00:00+02:00,1979-07-15,male,{Czech Republic|Czechoslovakia|Prague}
Václav Pletka,1979-01-01T00:00:00+02:00,1979-06-08,male,{Czechoslovakia|Mladá Boleslav}
Václav Skuhravý,1979-01-01T00:00:00+02:00,1979-01-16,male,{Czechoslovakia|Slaný}
Vadim Rifel,1979-01-01T00:00:00+02:00,1979-02-19,male,{Soviet Union|Oskemen|Kazakh Soviet Socialist Republic}
Serge Dube,1979-01-01T00:00:00+02:00,1979-08-13,male,{Ontario|Canada|Greater Sudbury}
Serge Payer,1979-01-01T00:00:00+02:00,1979-05-09,male,{Ontario|Canada|Rockland Ontario}
Sergei Stupin,1979-01-01T00:00:00+02:00,1979-09-14,,
Sergei Verenkin,1979-01-01T00:00:00+02:00,1979-09-08,male,
Steve Gainey,1979-01-01T00:00:00+02:00,1979-01-26,male,{Canada|Montreal|Quebec}
Steve Montador,1979-01-01T00:00:00+02:00,1979-12-21,,{British Columbia|Vancouver|Canada}
Stevie Lyle,1979-01-01T00:00:00+02:00,1979-12-04,,{Cardiff|United Kingdom|Wales}
Harold Druken,1979-01-01T00:00:00+02:00,1979-01-26,male,{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}
Henrik Petré,1979-01-01T00:00:00+02:00,1979-04-09,male,{Kista|Sweden}
Henrik Tallinder,1979-01-01T00:00:00+02:00,1979-01-10,,{Stockholm|Sweden}
Kirill Zinovyev,1979-01-01T00:00:00+02:00,1979-02-22,,
Konrad McKay,1979-01-01T00:00:00+02:00,1979-12-15,male,{Manitoba|Wabowden|Canada}
Kostiantyn Kasianchuk,1979-01-01T00:00:00+02:00,1979-10-24,,{Soviet Union|Ukrainian Soviet Socialist Republic|Kiev}
Kristin King,1979-01-01T00:00:00+02:00,1979-07-21,female,{Ohio|Piqua Ohio|United States}
Kyle Calder,1979-01-01T00:00:00+02:00,1979-01-05,male,{Alberta|Mannville Alberta|Canada}
Ladislav Nagy,1979-01-01T00:00:00+02:00,1979-06-01,,{Czechoslovakia|Šaca}
Laurent Meunier,1979-01-01T00:00:00+02:00,1979-01-16,male,{Saint-Martin-d'Hères|France}
Lauri Lahesalu,1979-01-01T00:00:00+02:00,1979-03-29,,{Soviet Union|Estonian Soviet Socialist Republic|Tallinn|Estonia}
Lawrence Nycholat,1979-01-01T00:00:00+02:00,1979-05-07,,{Alberta|Canada|Calgary}
Manuel de Toni,1979-01-01T00:00:00+02:00,1979-01-10,,{Italy|Feltre}
Marco Bührer,1979-01-01T00:00:00+02:00,1979-10-09,male,{Switzerland|Dielsdorf}
Marcus Johansson (ice hockey born 1979),1979-01-01T00:00:00+02:00,1979-07-16,male,{Sweden|Uppvidinge Municipality}
Marcus Kristoffersson,1979-01-01T00:00:00+02:00,1979-01-22,male,{Sweden|Östersund}
Marek Pinc,1979-01-01T00:00:00+02:00,1979-03-20,male,{Czechoslovakia|Most}
Marek Priechodský,1979-01-01T00:00:00+02:00,1979-10-22,male,{Slovakia|Bratislava}
Marián Hossa,1979-01-01T00:00:00+02:00,1979-01-12,male,{Czechoslovakia|Slovakia men's national ice hockey team|Stará Ľubovňa}
Maria Larsson (ice hockey),1979-01-01T00:00:00+02:00,1979-02-18,female,
Maria Rooth,1979-01-01T00:00:00+02:00,1979-11-02,female,{Sweden|Ängelholm}
Mario Cartelli,1979-01-01T00:00:00+02:00,1979-11-16,,{Czechoslovakia|Karviná}
Mark Kosick,1979-01-01T00:00:00+02:00,1979-03-25,male,{British Columbia|Victoria British Columbia|Canada}
Marko Kauppinen,1979-01-01T00:00:00+02:00,1979-03-23,male,{Finland|Mikkeli}
Jakob Johansson (ice hockey),1979-01-01T00:00:00+02:00,1979-01-03,,{Sweden|Glimåkra}
Jame Pollock,1979-01-01T00:00:00+02:00,1979-06-16,,{Quebec City|Canada|Quebec}
James Desmarais,1979-01-01T00:00:00+02:00,1979-04-04,male,{Canada|Montreal|Quebec}
Jan Šulc (ice hockey),1979-01-01T00:00:00+02:00,1979-02-17,male,{Czechoslovakia|Litvínov}
Jan Horáček,1979-01-01T00:00:00+02:00,{1979-01-01T00:00:00+02:00|1979-05-22},,Czech Republic
Jan Marek (ice hockey b. 1979),1979-01-01T00:00:00+02:00,1979-12-31,male,{Czechoslovakia|Jindřichův Hradec}
Jan Novák (ice hockey),1979-01-01T00:00:00+02:00,1979-02-09,male,{Czechoslovakia|Havlíčkův Brod}
Jani Honkanen,1979-01-01T00:00:00+02:00,1979-09-20,male,{Finland|Espoo}
Jarl Espen Ygranes,1979-01-01T00:00:00+02:00,1979-01-23,male,{Norway|Oslo}
Jaroslav Balaštík,1979-01-01T00:00:00+02:00,1979-11-28,,{Czechoslovakia|Uherské Hradiště}
Jaroslav Kalla,1979-01-01T00:00:00+02:00,1979-12-07,male,{Czech Republic|Kladno}
Jason Chimera,1979-01-01T00:00:00+02:00,{1979-05-02|1979-05-07},,{Alberta|Edmonton|Canada}
Jason Silverthorn,1979-01-01T00:00:00+02:00,1979-07-01,,{Ontario|Owen Sound|Canada}
Jason Ward,1979-01-01T00:00:00+02:00,1979-01-16,male,{Ontario|Chapleau Ontario|Canada}
Jay Leach (ice hockey),1979-01-01T00:00:00+02:00,1979-09-02,male,{Syracuse New York|United States|New York}
Jean-François Damphousse,1979-01-01T00:00:00+02:00,1979-07-21,male,{Saint-Alexis-des-Monts Quebec|Canada|Quebec}
Jean-François Fortin (ice hockey),1979-01-01T00:00:00+02:00,1979-03-15,,{Canada|Laval Quebec|Quebec}
Dustin Whitecotton,1979-01-01T00:00:00+02:00,1979-05-03,male,{British Columbia|Cherryville British Columbia|Canada}
Eddy Ferhi,1979-01-01T00:00:00+02:00,1979-11-26,,
Eerikki Koivu,1979-01-01T00:00:00+02:00,1979-12-29,male,{Finland|Norway|Kokkola}
Eero Somervuori,1979-01-01T00:00:00+02:00,1979-02-07,male,{Finland|Järvenpää}
Joe DiPenta,1979-01-01T00:00:00+02:00,1979-02-25,,{Ontario|Barrie|Canada}
Joe Thornton,1979-01-01T00:00:00+02:00,1979-07-02,male,{Ontario|London Ontario|Canada}
Joe Watkins,1979-01-01T00:00:00+02:00,1979-10-27,male,
Johan Franzén,1979-01-01T00:00:00+02:00,1979-12-23,male,{Sweden|Vetlanda Municipality}
Johan Halvardsson,1979-01-01T00:00:00+02:00,1979-12-26,male,{Sweden|Jönköping}
Johan Lindström,1979-01-01T00:00:00+02:00,1979-03-31,,{Sweden|Taberg}
Johan Markusson,1979-01-01T00:00:00+02:00,1979-08-20,male,{Sweden|Gävle}
Judd Medak,1979-01-01T00:00:00+02:00,1979-09-20,male,{Alberta|Edmonton|Canada}
Juha Gustafsson,1979-01-01T00:00:00+02:00,1979-04-24,,{Finland|Helsinki}
Juha Kaunismäki,1979-01-01T00:00:00+02:00,1979-05-06,,{Finland|Helsinki}
Julien Vauclair,1979-01-01T00:00:00+02:00,1979-10-02,,{Switzerland|Delémont}
Jussi Pesonen (ice hockey),1979-01-01T00:00:00+02:00,1979-05-23,,
